yyyy_mm,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09
bookmarksperactiveuser,5.87,5.73,4.43,6.54,3.12,5.61,8.66,8.04,5.51,6.02,4.28,6.95,2.92
