Year-Month,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12
% Users Tapped,0.00,0.00,0.00,0.00,0.02,0.06,0.16,0.12,0.06,0.06,0.13,0.09,0.08,0.09
